Member ID,Practice Name,IRL,Legal Profile,Term Date,State,Country
1325,Professional Hearing Assoc Inc,9/5/2011,C-corp,1/19/2015,California,USA
1326,Fox Valley Hearing Center Inc,9/26/2011,C-corp,,Wisconsin,USA
1327,Steinwart Audiology and Speech,9/27/2011,Sole Proprietor,11/17/2016,Illinois,USA
1334,Caldwell & Cook Hearing Services,11/10/2011,S-corp,5/13/2015,Kentucky,USA
1335,Hearing Advantage Inc,3/17/2015,C-corp,,Washington,USA
1336,"Hunterdon Audiology Associates, LLC.",11/12/2011,LLC,,New Jersey,USA
1337,Auburn Audiology PC,11/12/2011,S-corp,10/14/2016,New York,USA
1338,Hearing Solutions Inc.,11/12/2011,S-corp,12/31/2016,Florida,USA
1339,"Clark Audiology, LLC",11/12/2011,LLC,4/27/2012,Ohio,USA
1340,,11/12/2011,Unknown,8/9/2012,Arizona,USA
1341,Advanced Hearing Care,11/12/2011,S-corp,,Indiana,USA
1342,HearingSolutions of the Pine Belt,1/1/2013,Unknown,1/4/2013,Mississippi,USA
1344,"Family Hearing Center of Marlton, LLC",12/9/2011,LLC,12/3/2014,New Jersey,USA
1345,Audiology Service Associates,12/21/2011,Unknown,7/31/2014,New York,USA
1411,Hear Virginia,1/21/2012,Unknown,,Virginia,USA
1412,Carolina Hearing Group,1/21/2012,S-corp,,North Carolina,USA
1413,Placer Speech & Hearing Services,1/21/2012,Unknown,4/18/2012,California,USA
1414,Hearing Services of Antioch,1/21/2012,S-corp,5/31/2018,California,USA
1415,Harper Hearing Services Co.,1/21/2012,Unknown,11/8/2016,Arizona,USA
1417,Hear Again 2/ Mountain Hearing Center,1/20/2012,Unknown,6/4/2014,California,USA
1418,Humboldt Audiology,1/21/2012,S-corp,,California,USA
1421,Center for Audiology,1/21/2012,C-corp,,Tennessee,USA
1433,Maze Hearing & Balance LLC,3/10/2012,Unknown,,Ohio,USA
1434,Walnut Creek Hearing Aid Center,4/4/2016,Unknown,5/31/2013,California,USA
1435,The Hearing and Tinnitus Center of Dallas-Fort Worth,3/10/2012,Unknown,,Texas,USA
1436,Advanced Hearing and Balance Center,3/10/2012,LLC,9/29/2014,Illinois,USA
1437,Jacobs Clinical Diagnostics,3/2/2012,Unknown,9/17/2015,California,USA
1438,,4/25/2012,Unknown,,Nebraska,USA
1439,Cookeville Audiology and Hearing Aids,4/6/2012,Unknown,7/1/2016,Tennessee,USA
1441,Audiology Consulting Services,4/14/2012,LLC,11/5/2013,Texas,USA
1442,"The Hearing Center, LLC",4/14/2012,S-corp,1/4/2013,Kentucky,USA
1443,Atlanta Hearing Doctor,4/12/2012,S-corp,,Georgia,USA
1444,"Audiology Services, LLC",4/16/2012,Unknown,,Maryland,USA
1445,Northwest Audiology and Balance,8/12/2013,LLC,11/30/2014,Washington,USA
1446,Prairieland Audiology LLC,4/14/2012,Unknown,,Illinois,USA
1447,Bonnie Rubin Audiology of Rye Ridge,4/19/2012,Unknown,,New York,USA
1448,"Parker Audiology, P.C.",4/24/2012,Unknown,,Iowa,USA
1449,Cooper Hearing Care,4/24/2012,Unknown,,Pennsylvania,USA
1450,Bluth Hearing Care,4/27/2012,Unknown,,California,USA
1451,"Eastside Audiology and Hearing Services, P.S.",5/5/2012,S-corp,5/1/2018,Washington,USA
1452,Trinity Hearing & Balance,5/5/2012,Unknown,,Florida,USA
1453,Nilsson Audiology & Hearing Aid Clinic,5/5/2012,LLC,,Washington,USA
1454,Eastern Oregon Audiology,5/5/2012,C-corp,12/31/2017,Oregon,USA
1455,Dobbins Hearing Service,5/5/2012,Unknown,3/2/2015,Arizona,USA
1456,Stockton Hearing and Speech Center,4/30/2012,Unknown,4/30/2012,California,USA
1457,Test Conversion Practice,6/22/2012,Unknown,,Oregon,USA
1458,,7/2/2012,Unknown,,Oregon,USA
1459,Center for Hearing,9/12/2012,Unknown,9/29/2014,Arkansas,USA
1460,Hearcare LLC,7/14/2012,Sole Proprietor,12/5/2013,Wisconsin,USA
1461,Highline Hearing Professionals,7/14/2012,S-corp,,Washington,USA
1462,Denton Hearing Health Care,7/14/2012,Unknown,8/21/2012,Texas,USA
1463,Burney Hearing Center,7/14/2012,S-corp,10/18/2012,California,USA
1464,The Monterey Hearing and Balance Center,7/14/2012,Unknown,10/5/2012,California,USA
1465,"Professional Speech and Hearing Specialists, Inc.",7/14/2012,Unknown,10/31/2017,Florida,USA
1466,New Jersey Hearing Health Center,7/14/2012,Unknown,,New Jersey,USA
1467,The Center for Hearing,1/1/2013,Unknown,1/4/2013,Florida,USA
1468,Audio Professional Hearing Centers,8/10/2012,Unknown,,Pennsylvania,USA
1469,Family Hearing Center,10/2/2012,Unknown,4/17/2013,Pennsylvania,USA
1470,"Harris Hearing Center, Inc.",9/29/2012,Unknown,2/25/2014,Arkansas,USA
1471,Blue Wave Hearing Centers,9/29/2012,S-corp,,Arkansas,USA
1472,Audiology Associates of Arlington,9/29/2012,S-corp,,Texas,USA
1473,Audiology Offices LLC,9/29/2012,Unknown,2/13/2015,Virginia,USA
1474,Hearing Health Services,9/29/2012,Unknown,6/25/2013,Washington,USA
1476,Robertson Hearing Clinic,10/2/2012,Unknown,5/23/2018,Washington,USA
1477,Audigy Test Lab,10/15/2012,Unknown,,Oregon,USA
1478,Loxahatchee,10/15/2012,Unknown,,Florida,USA
1478,Loxahatchee,10/15/2012,Unknown,,California,USA
1479,Audigy Group Test Lab,10/23/2012,Unknown,,Washington,USA
1480,"Dr.John S.Morrow, MD",11/17/2012,Unknown,10/16/2014,Florida,USA
1481,Fauquier Hearing Services PLLC,11/17/2012,S-corp,,Virginia,USA
1482,New York Hearing Doctors,11/17/2012,LLC,10/13/2016,New York,USA
1483,"AUDIO-LOGIC, PC",11/17/2012,S-corp,,Nebraska,USA
1484,Audiology & Hearing Aid Service,11/17/2012,Unknown,,Pennsylvania,USA
1485,LESNER HEARING CTR,11/17/2012,Unknown,2/4/2013,Virginia,USA
1486,Audiology Associates of Deerfield,11/17/2012,S-corp,,Illinois,USA
1494,Oliver Audiology & Hearing Aid Services,1/19/2013,Sole Proprietor,5/19/2017,California,USA
1495,Associated Hearing Inc,1/19/2013,Unknown,,Louisiana,USA
1496,Erie Audiology Inc,1/19/2013,S-corp,12/8/2014,Pennsylvania,USA
1497,Ears 2 Hear,2/20/2013,Unknown,8/28/2013,Florida,USA
1498,Gainesville Audiology,2/20/2013,Unknown,3/31/2016,Florida,USA
1499,Gulfcoast ENT Associates,2/21/2013,S-corp,6/9/2015,Florida,USA
1500,"Lake Mary Ear, Nose, Throat and Allergy",2/20/2013,Unknown,,Florida,USA
1501,"Treasure Coast ENT, LLC",2/23/2013,Unknown,,Florida,USA
1502,Heartland Otolaryngology - H&N Surgery,2/20/2013,Unknown,4/22/2016,Florida,USA
1503,Arizona Hearing Center,3/15/2013,Unknown,,Arizona,USA
1506,Hearing Solutions,4/26/2013,Unknown,,Alabama,USA
1508,Central Illinois Hearing,4/26/2013,Unknown,,Illinois,USA
1509,Jorgensen Hearing Center,4/22/2013,Unknown,,Iowa,USA
1510,The Hearing Doctor,5/24/2013,Unknown,5/24/2018,Texas,USA
1511,Cascade Audiology & Hearing Aid Center,6/8/2013,C-corp,,Washington,USA
1512,Virginia Hearing Group,6/8/2013,Unknown,,Virginia,USA
1516,Test Company ABC,7/21/2013,Unknown,,Oregon,USA
1517,,7/24/2013,Unknown,,Oregon,USA
1519,Shelby Hearing & Balance,7/20/2013,Unknown,1/29/2014,North Carolina,USA
1520,Florida Gulf Coast ENT,7/20/2013,Unknown,7/8/2014,Florida,USA
1521,Liberty Hearing Centers,8/12/2013,Unknown,,New York,USA
1522,Columbia ENT,8/21/2013,Unknown,1/12/2018,Tennessee,USA
1523,Clarity Hearing Clinics,8/22/2013,Unknown,6/20/2014,Nebraska,USA
1526,Doctor's Hearing Institute,9/19/2013,Unknown,5/2/2014,California,USA
1527,ENTiCare,9/20/2013,Unknown,4/13/2015,Arizona,USA
1528,"Hearing Care of Palatine, Inc.",9/21/2013,Unknown,,Illinois,USA
1529,Conejo Hearing Center,9/21/2013,Unknown,7/9/2014,California,USA
1530,Physicians Hearing Svc,11/23/2013,Unknown,,Indiana,USA
1531,Ear Medical Group,12/13/2013,Unknown,,Texas,USA
1533,,12/18/2013,Unknown,,Washington,USA
1534,Oregon Hearing Rehab Center,12/27/2013,Unknown,10/14/2016,Oregon,USA
1534,Oregon Hearing Rehab Center,12/27/2013,Unknown,10/14/2016,Washington,USA
1534,Oregon Hearing Rehab Center,12/27/2013,Unknown,10/14/2016,Colorado,USA
1535,Geneva Hearing Services,2/1/2014,S-corp,,Illinois,USA
1536,Thigpen Hearing Center,2/1/2014,LLC,,Tennessee,USA
1537,Hearing Technology Associates LLC,2/1/2014,LLC,,Pennsylvania,USA
1538,Wyoming Hearing Clinic,2/1/2014,Unknown,8/23/2016,Wyoming,USA
1539,Diles Hearing Center,2/1/2014,Unknown,7/27/2015,Ohio,USA
1540,NewSound Solutions,2/1/2014,Unknown,,Texas,USA
1541,Washington ENT,2/12/2014,Unknown,10/2/2017,Pennsylvania,USA
1545,Spokane Audiology Clinic,4/1/2014,S-corp,,Washington,USA
1546,"Hearing Health Care of Louisiana, Inc.",4/7/2014,Unknown,,Louisiana,USA
1547,The Hearing Doctor,4/25/2014,Unknown,,Indiana,USA
1549,Hearing Center of Leesburg,8/1/2016,LLC,2/3/2017,Florida,USA
1550,Clear Lake ENTPA,5/29/2014,Unknown,6/5/2017,Texas,USA
1551,Berks Hearing Professionals,5/29/2018,Unknown,,Pennsylvania,USA
1553,Pacific Coast ENT,7/1/2014,Unknown,,California,USA
1554,Mountain Home ENT & Allergy,7/15/2014,Unknown,,Arkansas,USA
1555,Integrity Hearing Svc PS,7/28/2014,Unknown,,Washington,USA
1556,Texas ENT Center,7/25/2014,Unknown,8/5/2015,Texas,USA
1557,Olympic Hearing Center,7/25/2014,Unknown,10/7/2014,Washington,USA
1559,Thrive Hearing & Tinnitus Solutions,9/3/2014,Unknown,10/25/2016,Tennessee,USA
1562,Hearing Center of Sugar Land,6/1/2014,Unknown,2/3/2017,Texas,USA
1563,,10/20/2015,Unknown,,Washington,USA
1564,Hill Country ENT,9/23/2014,Unknown,,Texas,USA
1565,Bloomington Normal Audiology,10/1/2014,Unknown,,Illinois,USA
1567,"ENT Clinics of San Antonio, P.A.",10/9/2014,Unknown,,Texas,USA
1569,Abingdon Falls Plaza Hearing,11/21/2014,Unknown,,Virginia,USA
1570,Hearing Rehab Center - Seattle,12/1/2014,Unknown,10/14/2016,Washington,USA
1571,Amdahl Hearing,1/1/2015,S-corp,,Wisconsin,USA
1571,Amdahl Hearing,1/1/2015,S-corp,,Minnesota,USA
1572,HearLife of MN,1/1/2015,Unknown,5/15/2016,Minnesota,USA
1573,"Tri County ENT, P.C.",1/4/2015,Unknown,10/27/2015,Pennsylvania,USA
1574,"Associates in Hearing, LLC",1/13/2015,Unknown,,Louisiana,USA
1575,ENT Centers of Texas,1/19/2015,Unknown,8/8/2016,Texas,USA
1576,"Erik Sloman-Moll, MD",1/16/2015,Unknown,1/30/2017,Texas,USA
1577,"Olsen Hearing Service, inc",2/12/2015,Unknown,11/4/2016,Ohio,USA
1578,Pacific Coast Hearing Care,11/3/2014,Unknown,,California,USA
1579,HearLife of Minnesota - Robbinsdale,2/27/2015,Unknown,5/15/2016,Minnesota,USA
1580,Hearing Connection,2/24/2015,Unknown,,Montana,USA
1581,House of Hearing,3/13/2015,Unknown,8/8/2016,Utah,USA
1582,Hearing Services,4/15/2015,LLC,,California,USA
1583,"Northwest ENT & Allergy, P.C.",4/18/2015,Unknown,,Oregon,USA
1585,Cincinnati Hearing & Tinnitus (CHAT),4/24/2015,Unknown,11/15/2016,Ohio,USA
1586,The Audiology Center of Snellville,4/28/2015,Unknown,,Georgia,USA
1587,Gulf Coast Facial Plastics & ENT Center,5/12/2015,Unknown,6/1/2018,Florida,USA
1588,"CENTA Medical Group, P.A. & CENTA Hearing Center",5/13/2015,Unknown,11/1/2017,South Carolina,USA
1589,"Advocare ENT Medical Associates, LLC",6/11/2015,Unknown,,New Jersey,USA
1590,ENT Memphis/ Hearing Care,6/11/2015,Unknown,7/30/2015,Tennessee,USA
1593,ENT of Springfield,6/12/2015,Unknown,,Ohio,USA
1594,Carolina ENT & Carolina Hearing Center,6/17/2015,Unknown,10/2/2015,South Carolina,USA
1595,"American Hearing & Audiology, LLC",7/30/2015,Unknown,5/24/2016,Kansas,USA
1595,"American Hearing & Audiology, LLC",7/30/2015,Unknown,5/24/2016,Missouri,USA
1598,Michigan ENT & Allergy ,9/11/2015,Unknown,,Michigan,USA
1600,Atlantic Audiology LLC,9/15/2015,LLC,3/17/2016,Florida,USA
1601,Hearing Center of Columbia,2/2/2016,Unknown,9/7/2016,Tennessee,USA
1602,"Autumn Oak Speech, Voice and Hearing, PLLC",9/11/2015,Unknown,,Texas,USA
1603,"ENT Associates of Alabama, P.A.",10/6/2015,Unknown,7/6/2016,Alabama,USA
1604,"Abundant Life Hearing Health & More, Inc.",10/24/2015,Unknown,8/10/2018,Wisconsin,USA
1606,Noble House Clinic,11/3/2015,Unknown,,Pennsylvania,USA
1607,ABC Hearing Net,1/11/2016,Unknown,,Pennsylvania,USA
1608,Northern New Mexico Hearing and Balance Institute,11/25/2015,Unknown,,New Mexico,USA
1609,Ear Consultants of Georgia,11/25/2015,Unknown,,Georgia,USA
1610,Andros ENT & Sleep Center,1/12/2016,Unknown,,Minnesota,USA
1611,Hearing Health Care,2/2/2016,Unknown,,California,USA
1612,ENT of Yuma,2/5/2016,Unknown,3/1/2017,Arizona,USA
1614,Audigy Corporate Audiology,4/1/2016,Unknown,,Washington,USA
1615,"Keystone Audiology, LLC",4/6/2016,Unknown,,Rhode Island,USA
1616,"AIM Hearing and Audiology Services, P.C.",4/6/2016,Unknown,,North Carolina,USA
1617,"Medical Hearing Systems of Oklahoma, LLC",4/6/2016,Unknown,9/1/2017,Oklahoma,USA
1618,St. Pete ENT & Allergy,4/11/2016,Unknown,,Florida,USA
1620,Otolaryngology and Facial Plastic Surgery Associates,4/14/2016,Unknown,,Texas,USA
1621,San Rafael Hearing,4/18/2016,Unknown,2/2/2017,Arizona,USA
1622,Medical University of South Carolina (MUSC),4/18/2016,Unknown,10/1/2017,South Carolina,USA
1623,"The ENT Group, LLC | The Hearing Lab",4/18/2016,Unknown,,Indiana,USA
1624,"Rocky Mountain Ear Center, P.C.",4/29/2016,Unknown,,Colorado,USA
1625,Albrecht Audiological Services,5/23/2016,Unknown,,Pennsylvania,USA
1626,Sounds Good Hearing Aids,5/23/2016,Unknown,12/31/2017,Illinois,USA
1627,The Center for ENT,5/23/2016,Unknown,10/19/2016,Texas,USA
1628,ENT Specialists of Nashville,5/24/2016,Unknown,,Tennessee,USA
1629,Advanced ENT,5/25/2016,Unknown,,Wisconsin,USA
1630,"The Hearing Place, LLC",6/8/2016,Unknown,10/5/2016,Pennsylvania,USA
1631,Advanced Hearing Aid Center,6/13/2016,Unknown,,California,USA
1632,Professional Hearing Center,6/24/2016,Unknown,,New Jersey,USA
1633,Eastpoint Audiology,3/4/2016,LLC,,Kentucky,USA
1634,Best Hearing San Diego,3/30/2016,Sole Proprietor,,California,USA
1635,California Ear Institute,6/27/2016,Unknown,,California,USA
1636,NOVA Southeastern University,6/23/2016,Unknown,5/2/2017,Florida,USA
1637,New York Speech & Hearing,6/28/2016,Unknown,,New York,USA
1638,Mountain-Ear Hearing Associates,6/28/2016,Unknown,10/20/2017,North Carolina,USA
1640,DeFatta ENT & Facial Plastic Surgery,6/30/2016,Unknown,6/27/2018,Wisconsin,USA
1641,The Hearing Care Clinic,7/18/2016,Unknown,,Illinois,USA
1642,Quincy Hearing Aid,8/4/2016,Unknown,,Massachusetts,USA
1643,Indiana Ear,8/4/2016,Unknown,3/14/2018,Indiana,USA
1644,Rancho Santa Fe Audiology,8/18/2016,Unknown,1/13/2017,California,USA
1645,Dr. Janie P. Barnett Audiology,8/25/2016,Unknown,,New York,USA
1647,"Beaver Dam Hearing Care, LLC",9/2/2016,LLC,,Wisconsin,USA
1648,Louisiana Tech University,9/12/2016,Unknown,,Louisiana,USA
1649,"Valley Hearing Center, Inc.",9/27/2016,Unknown,5/10/2018,West Virginia,USA
1650,Kennett Hearing Aid Center,9/27/2016,Unknown,,Missouri,USA
1651,"Signature Hearing and Balance, PLLC",9/27/2016,Unknown,4/14/2017,Texas,USA
1652,ENT & Allergy Center,10/5/2016,Unknown,,Oklahoma,USA
1653,Colorado Hearing & Balance Clinic,10/5/2016,Unknown,10/23/2017,Colorado,USA
1654,Advanced AuDiology,10/10/2016,Unknown,,Florida,USA
1655,Denver Ear Associates,10/14/2016,Unknown,,Colorado,USA
1656,Kabel Hearing,10/10/2016,Unknown,12/30/2016,Alabama,USA
1657,Marion Downs Center,10/28/2016,Unknown,,Colorado,USA
1658,Cranberry Hearing & Balance,11/8/2016,Unknown,,Virginia,USA
1658,Cranberry Hearing & Balance,11/8/2016,Unknown,,Pennsylvania,USA
1660,Nobile Hearing Aid Center,11/10/2016,Unknown,11/22/2016,Florida,USA
1661,"Midwest ENT Specialties, Ltd",11/18/2016,Unknown,4/6/2018,Illinois,USA
1662,Advanced Hearing Plus,11/10/2016,Unknown,,Oregon,USA
1663,Central Florida Audiology,8/1/2016,LLC,,Florida,USA
1664,"ENT of Denver, PC",12/6/2016,Unknown,,Colorado,USA
1665,"Emerald Coast Audiology, P.A.",1/3/2017,Unknown,,Florida,USA
1666,Hearing Center of Portland,12/22/2016,LLC,,Oregon,USA
1667,Northwest Ear Institute PC,1/5/2017,Unknown,,Oregon,USA
1668,Hearing and Balance Specialists of Kansas City,1/12/2017,Unknown,,Missouri,USA
1669,Complete Hearing Centers,1/23/2017,Unknown,,Texas,USA
1670,Houston Eye Associates Hearing Center,2/1/2017,Unknown,,Texas,USA
1672,Center For Better Hearing,2/7/2017,Unknown,,Colorado,USA
1673,Family Hearing Center,2/28/2017,Unknown,,Pennsylvania,USA
1674,Baker ENT,3/31/2017,Unknown,,Idaho,USA
1675,Bozeman Health ENT,1/3/2017,Unknown,,Montana,USA
1676,Community Audiology LLC,3/7/2017,LLC,,Maryland,USA
1677,"Cedar Valley Medical Specialists, P.C.",3/13/2017,Unknown,,Iowa,USA
1678,Hearing Aid Center of the Treasure Coast,1/9/2017,Unknown,,Florida,USA
1679,CornerStone ENT,3/21/2017,Unknown,,North Carolina,USA
1680,SoundSource,3/27/2017,Unknown,,Oregon,USA
1681,"Prairie SEA Hearing Center, LLC",4/12/2017,LLC,,North Dakota,USA
1682,Chattanooga's Healthy Hearing,4/14/2017,Unknown,,Tennessee,USA
1683,"Central Oregon ENT, LLC",4/18/2017,Unknown,,Oregon,USA
1684,Gift of Sound Cochlear & Hearing Clinic,4/17/2017,Unknown,,Oklahoma,USA
1685,"Heard it Through the Grapevine Audiology, PC.",4/24/2017,Unknown,,Texas,USA
1687,"I Love Hearing, Inc.",4/27/2017,Unknown,,New York,USA
1689,"Eye Consultants Hearing Aid Center, LLC",5/4/2017,LLC,,Georgia,USA
1690,Hearing Center of Columbia,5/11/2017,Unknown,,Tennessee,USA
1691,Vision Institute of Michigan,5/12/2017,Unknown,,Michigan,USA
1692,"Harmony Center for Surgery of the Ear, Nose and Throat",5/15/2017,Unknown,,Michigan,USA
1693,"Audiology Consulting & Hearing Services, Inc.",5/22/2017,Unknown,,Georgia,USA
1694,King Audiology LLC,5/23/2017,LLC,,Tennessee,USA
1695,Ohio Head and Neck Surgeons,5/26/2017,Unknown,,Ohio,USA
1696,Hudson Hearing Clinic,5/20/2017,Unknown,,Wisconsin,USA
1698,"Southern Coast Audiology, Inc.",6/6/2017,Unknown,,North Carolina,USA
1699,"Sound Health Services, PC",8/2/2017,Unknown,,Missouri,USA
1699,"Sound Health Services, PC",8/2/2017,Unknown,,Illinois,USA
1700,SIU Center for Hearing and Balance,6/14/2017,Unknown,,Illinois,USA
1701,"Palmetto Ear, Nose & Throat PA",6/28/2017,Unknown,,South Carolina,USA
1702,"Midwest ENT Associates, P.C.",7/10/2017,C-corp,,South Dakota,USA
1703,Kubick and Kubick Inc.,7/25/2017,Unknown,,New Jersey,USA
1704,Baptist ENT Specialists,7/27/2017,Unknown,,Florida,USA
1705,Modern Nose Clinic,8/9/2017,Unknown,,Oregon,USA
1706,Kalady Audiology,7/28/2017,Unknown,,South Carolina,USA
1707,"Speech-Language & Hearing Associates of Greater Boston, PC",8/9/2017,Unknown,,Massachusetts,USA
1708,The Emory Clinic,9/1/2017,Unknown,,Georgia,USA
1709,"Professional Hearing Healthcare Associates, Inc.",9/22/2017,Unknown,,Massachusetts,USA
1711,1960 Family Practice,10/19/2017,Unknown,,Texas,USA
1712,Mid Island Tri-State Audiology,10/19/2017,Unknown,12/31/2017,New York,USA
1713,WNC Hearing and Audiology,11/3/2017,Unknown,,North Carolina,USA
1714,Johnson Audiology,11/7/2017,Unknown,11/20/2017,New Hampshire,USA
1715,"Alabama ENT Specialists, LLC",11/21/2017,Unknown,,Alabama,USA
1716,Audiology Associates & Hearing Aids Today,11/27/2017,Unknown,,Tennessee,USA
1717,Michigan Ear Institute,12/1/2017,Unknown,,Michigan,USA
1718,"The Centers For Advanced ENT Care, LLC North Bay ENT and Audiology Division",12/4/2017,Unknown,,Maryland,USA
1719,ENT Associates of Manatee P.A.,12/14/2017,Unknown,,Florida,USA
1720,Primary Audiology,12/19/2017,S-corp,,New York,USA
1721,"ENT Associates of N.Y., P.C.",12/22/2017,Unknown,,New York,USA
1722,"Total Hearing Care, LLC",12/20/2017,Unknown,,New York,USA
1723,"Willamette Falls Audiology, Inc.",12/20/2017,Unknown,,Oregon,USA
1724,University of Miami,1/26/2018,Unknown,,Florida,USA
1725,New England Hearing Care LLC,3/1/2018,LLC,,Massachusetts,USA
1726,Hearing Center of Vancouver,4/1/2018,LLC,,Washington,USA
1727,Carlyle Hearing Center,2/9/2018,Unknown,,Illinois,USA
1728,"ENT Surgical Clinic of South Central Mississippi, P.A.",2/19/2018,Unknown,,Mississippi,USA
1731,Burgess Hearing Aids,4/16/2018,Unknown,,Arizona,USA
1733,Audiology of Central Texas,4/24/2018,Unknown,,Texas,USA
1734,CSG Better Hearing Center,4/26/2018,S-corp,,California,USA
1735,ENT Associates of Central PA,4/26/2018,Unknown,,Pennsylvania,USA
1736,Hearall Hearing Center,5/22/2018,Unknown,,Ohio,USA
1737,"Woodward Audiology, LLC",5/22/2018,Unknown,,Missouri,USA
1739,"Thomas W. Stark, M.D., PLLC",5/30/2018,Unknown,,Texas,USA
1740,"Longhorn Hearing, PLLC",6/4/2018,Unknown,,Texas,USA
1741,Adult & Pediatric ENT,6/6/2018,Unknown,,Michigan,USA
1742,Baton Rouge ENT Associates,6/11/2018,Unknown,,Louisiana,USA
1743,Lagniappe Hearing,6/12/2018,Unknown,,Louisiana,USA
1744,"Southwest ENT Consultants, PA",6/19/2018,Unknown,,Texas,USA
1745,Agility Hearing,7/2/2018,S-corp,,California,USA
1746,Cumberland Hearing Aid Center,7/3/2018,Unknown,8/31/2018,Tennessee,USA
1747,Prairie Sinus Ear & Allergy,4/12/2017,Unknown,,North Dakota,USA
1748,Michigan - Wisconsin Speech and Hearing Services,7/16/2018,Unknown,,Michigan,USA
1749,"Medical Management of Ocala, Inc",7/16/2018,Unknown,,Florida,USA
1750,"Hometown Hearing & Audiology, LLC",7/30/2018,Unknown,,Indiana,USA
1752,"Advanced Audiology, Inc. ",8/2/2018,Unknown,,Indiana,USA
1753,GN Audiology,8/2/2018,Unknown,,New York,USA
1754,Apex ENT Center,8/7/2018,Unknown,,Illinois,USA
1755,Chevy Chase ENT,8/9/2018,Unknown,,Maryland,USA
1756,Queens Village Primary Medical Care,8/15/2018,Unknown,,New York,USA
1757,Atlanta Institute for ENT PC,8/19/2018,Unknown,,Georgia,USA
